t,pressure
4.4,73267.04000000001
4.42,73379.84
4.44,73496.0
4.46,73127.36
4.48,74446.24
4.5,72796.64
4.5200000000000005,73768.8
4.54,74303.84
4.5600000000000005,72826.08
4.58,73274.72
4.6000000000000005,72605.76
4.62,73563.2
4.64,72875.36
4.66,73193.6
4.68,73209.76
4.7,73168.16
4.72,72982.88
4.74,71994.56
4.76,72719.52
4.78,72092.0
4.8,72996.0
4.82,72472.64
4.84,73209.28
4.86,71927.84
4.88,72505.6
4.9,71565.44
4.92,71645.12
4.94,72392.16
4.96,72571.2
4.98,72471.68000000001
5.0,71826.40000000001
5.0200000000000005,71863.04000000001
5.04,72589.76
5.0600000000000005,72011.2
5.08,71438.56
5.1000000000000005,71283.68000000001
5.12,73040.32
5.14,71954.40000000001
5.16,71361.28
5.18,72155.36
5.2,72726.56
5.22,71898.72
5.24,72823.04000000001
5.26,72261.92
5.28,70919.2
5.3,71634.40000000001
5.32,71779.36
5.34,71165.44
5.36,72215.68000000001
5.38,72013.92
5.4,71663.2
5.42,71218.88
5.44,71471.68000000001
5.46,71356.32
5.48,71060.48
5.5,71647.84
5.5200000000000005,70946.40000000001
5.54,70845.76
5.5600000000000005,70940.32
5.58,70752.96
5.6000000000000005,71353.6
5.62,71410.88
5.64,70397.12
5.66,70677.92
5.68,71226.24
5.7,70457.92
5.72,71139.84
5.74,70838.40000000001
5.76,70990.40000000001
5.78,70489.28
5.8,70137.12
5.82,71099.36
5.84,69291.68000000001
5.86,70794.08
5.88,70271.36
5.9,70375.52
5.92,70657.76
5.94,69758.56
5.96,69959.36
5.98,70305.92
6.0,70015.68000000001
6.0200000000000005,69662.24
6.04,69630.08
6.0600000000000005,69684.96
6.08,69063.04000000001
6.1000000000000005,69355.36
6.12,69383.84
6.140000000000001,68510.88
6.16,70074.40000000001
6.18,69113.44
6.2,69866.4
6.22,69230.24
6.24,70128.16
6.26,69860.16
6.28,69462.88
6.3,68896.16
6.32,69104.8
6.34,69487.2
6.36,68808.96
6.38,70148.0
6.4,69197.6
6.42,69176.16
6.44,68815.2
6.46,68957.76
6.48,69751.84
6.5,69962.72
6.5200000000000005,69632.64
6.54,69314.24
6.5600000000000005,69005.76
6.58,68666.56
6.6000000000000005,69292.16
6.62,70297.28
6.640000000000001,69501.44
6.66,68810.56
6.68,69328.48
6.7,69122.4
6.72,69115.04000000001
6.74,67708.0
6.76,68715.52
6.78,68198.88
6.8,69432.32
6.82,68013.76
6.84,68767.68000000001
6.86,68788.96
6.88,68895.52
6.9,68564.16
6.92,68715.68000000001
6.94,68568.64
6.96,69100.0
6.98,68013.12
7.0,68560.64
7.0200000000000005,66877.92
7.04,67689.76
7.0600000000000005,67772.8
7.08,67339.2
7.1000000000000005,68136.96
7.12,68119.52
7.140000000000001,68186.72
7.16,67616.0
7.18,67817.92
7.2,67870.88
7.22,66943.68000000001
7.24,66328.8
7.26,67830.72
7.28,67688.64
7.3,68363.84
7.32,68070.24
7.34,68179.2
7.36,67472.48
7.38,67241.92
7.4,67908.64
7.42,68222.24
7.44,67040.0
7.46,66962.08
7.48,66800.32
7.5,67838.56
7.5200000000000005,67815.68000000001
7.54,66388.32
7.5600000000000005,66920.8
7.58,67641.92
7.6000000000000005,67208.0
7.62,67353.12
7.640000000000001,66663.52
7.66,66401.76
7.68,67183.68000000001
7.7,66536.0
7.72,66916.32
7.74,66784.32
7.76,67099.2
7.78,66841.76
7.8,66934.88
7.82,66643.2
7.84,66363.04000000001
7.86,66737.92
7.88,65913.6
7.9,66757.6
7.92,65963.04000000001
7.94,66356.64
7.96,66807.52
7.98,65603.84
8.0,66163.04000000001
8.02,66330.08
8.040000000000001,66042.4
8.06,66799.36
8.08,65812.0
8.1,65283.04
8.120000000000001,66297.44
8.14,66876.8
8.16,65406.24
8.18,67050.24
8.2,66566.4
8.22,66247.84
8.24,65672.48
8.26,65911.36
8.28,65829.28
8.3,66515.84
8.32,66305.92
8.34,66326.88
8.36,65972.16
8.38,65294.560000000005
8.4,65542.24
8.42,65804.32
8.44,66269.28
8.46,65244.48
8.48,66105.12
8.5,65588.8
8.52,65107.840000000004
8.540000000000001,66251.84
8.56,65304.32
8.58,65615.2
8.6,65498.880000000005
8.620000000000001,65454.08
8.64,65633.12
8.66,66271.2
8.68,65321.28
8.700000000000001,65363.04
8.72,65163.36
8.74,64887.840000000004
8.76,64085.6
8.78,64821.76
8.8,64400.48
8.82,64187.200000000004
8.84,66263.2
8.86,65047.68
8.88,65437.76
8.9,65943.52
8.92,65440.0
8.94,64895.840000000004
8.96,64867.36
8.98,64807.04
9.0,64744.48
9.02,65218.4
9.040000000000001,64683.36
9.06,64591.36
9.08,64726.560000000005
9.1,65392.0
9.120000000000001,63518.4
9.14,64821.12
9.16,64043.840000000004
9.18,64859.200000000004
9.200000000000001,65341.6
9.22,65063.68
9.24,63931.200000000004
9.26,65183.200000000004
9.28,64232.32
9.3,65448.0
9.32,64361.6
9.34,63517.6
9.36,64396.64
9.38,64474.08
9.4,64704.8
9.42,64132.32
9.44,64025.28
9.46,64670.880000000005
9.48,65028.0
9.5,63419.200000000004
9.52,64047.68
9.540000000000001,65410.08
9.56,63597.28
9.58,63441.92
9.6,63623.04
9.620000000000001,63711.840000000004
9.64,63703.840000000004
9.66,63554.560000000005
9.68,63311.520000000004
9.700000000000001,64675.04
9.72,63769.44
9.74,64342.4
9.76,63606.4
9.78,63020.48
9.8,63600.32
9.82,63468.32
9.84,63577.76
9.86,62815.68
9.88,62935.36
9.9,63303.520000000004
9.92,63748.16
9.94,62998.560000000005
9.96,64260.8
9.98,63044.64
10.0,62757.44
10.02,63151.520000000004
10.040000000000001,63180.64
10.06,63438.08
10.08,62846.4
10.1,62914.4
10.120000000000001,63080.32
10.14,62323.36
10.16,64426.4
10.18,63345.12
10.200000000000001,62943.36
10.22,64104.64
10.24,63111.36
10.26,63289.76
10.28,62595.200000000004
10.3,63280.8
10.32,62748.48
10.34,63575.36
10.36,62291.04
10.38,63254.72
10.4,63454.08
10.42,62935.200000000004
10.44,63810.560000000005
10.46,62052.96
10.48,62798.4
10.5,63104.16
10.52,63444.16
10.540000000000001,62151.68
10.56,62756.32
10.58,62753.6
10.6,62354.08
10.620000000000001,63563.68
10.64,62588.48
10.66,62345.6
10.68,62985.28
10.700000000000001,62717.28
10.72,62112.64
10.74,61290.72
10.76,62264.32
10.78,62723.68
10.8,63117.6
10.82,63075.520000000004
10.84,61763.68
10.86,63101.44
10.88,62634.4
10.9,61706.4
10.92,62461.76
10.94,61288.8
10.96,61938.4
10.98,62478.24
11.0,62747.520000000004
11.02,62468.96
11.040000000000001,62229.92
11.06,62222.56
11.08,62308.8
11.1,61842.72
11.120000000000001,61340.16
11.14,62253.28
11.16,61057.76
11.18,62451.36
11.200000000000001,62240.32
11.22,61205.92
11.24,62360.8
11.26,61200.96
11.28,60983.200000000004
11.3,62399.68
11.32,62212.96
11.34,60606.24
11.36,60586.24
11.38,62421.44
11.4,62006.72
11.42,61936.96
11.44,61703.840000000004
11.46,63218.72
11.48,61850.880000000005
11.5,61920.16
11.52,62343.840000000004
11.540000000000001,60794.56
11.56,61756.0
11.58,61007.36
11.6,61107.68
11.620000000000001,61776.96
11.64,61536.96
11.66,61714.24
11.68,61735.200000000004
11.700000000000001,61626.08
11.72,61357.12
11.74,60538.880000000005
11.76,60330.4
11.78,61695.04
11.8,60973.92
11.82,59890.24
11.84,61187.840000000004
11.86,61088.0
11.88,61036.8
11.9,61353.6
11.92,61147.200000000004
11.94,61312.64
11.96,60980.32
11.98,61469.92
12.0,61382.56
12.02,61486.72
12.040000000000001,60692.8
12.06,60620.32
12.08,59784.32
12.1,60866.56
12.120000000000001,60742.56
12.14,60800.0
12.16,61050.08
12.18,60098.24
12.200000000000001,59716.96
12.22,59291.520000000004
12.24,61267.36
12.26,60699.200000000004
12.280000000000001,60079.04
12.3,60808.64
12.32,60828.8
12.34,61488.16
12.36,60275.04
12.38,60688.16
12.4,61407.840000000004
12.42,60716.96
12.44,61001.28
12.46,60613.76
12.48,60878.24
12.5,59527.36
12.52,60682.72
12.540000000000001,61412.0
12.56,60412.64
12.58,61850.4
12.6,59778.4
12.620000000000001,59592.32
12.64,61214.56
12.66,60047.200000000004
12.68,60190.880000000005
12.700000000000001,59857.12
12.72,59059.04
12.74,59386.56
12.76,59580.96
12.780000000000001,60852.32
12.8,59921.12
12.82,60135.68
12.84,60985.12
12.86,60709.12
12.88,58826.880000000005
12.9,59613.44
12.92,59983.520000000004
12.94,60776.96
12.96,58988.48
12.98,59192.48
13.0,60421.6
13.02,59971.840000000004
13.040000000000001,59158.4
13.06,60809.6
13.08,60430.24
13.1,60291.840000000004
13.120000000000001,60097.12
13.14,60012.16
13.16,60304.16
13.18,59936.32
13.200000000000001,59355.68
13.22,58897.28
13.24,59826.24
13.26,59816.96
13.280000000000001,60269.92
13.3,60003.36
13.32,59942.24
13.34,59907.200000000004
13.36,59708.32
13.38,60039.520000000004
13.4,59048.8
13.42,59982.4
13.44,59679.200000000004
13.46,58621.92
13.48,60784.16
13.5,58053.44
13.52,59545.44
13.540000000000001,59379.200000000004
13.56,59318.56
13.58,59186.56
13.6,59022.56
13.620000000000001,59014.08
13.64,57920.0
13.66,60096.32
13.68,59043.68
13.700000000000001,59031.840000000004
13.72,59510.880000000005
13.74,59631.36
13.76,59069.92
13.780000000000001,58973.12
13.8,59553.6
13.82,59164.48
13.84,59576.8
13.86,58515.36
13.88,59558.08
13.9,59276.8
13.92,60099.04
13.94,59404.32
13.96,59663.840000000004
13.98,59429.92
14.0,59195.840000000004
14.02,59193.12
14.040000000000001,59161.92
14.06,59089.92
14.08,58056.16
14.1,59136.64
14.120000000000001,58584.96
14.14,58435.36
14.16,58961.44
14.18,58462.4
14.200000000000001,58736.32
14.22,58066.4
14.24,60022.56
14.26,59169.6
14.280000000000001,57719.840000000004
14.3,58265.44
14.32,58803.200000000004
14.34,58917.6
14.36,58172.64
14.38,57628.48
14.4,58575.200000000004
14.42,58832.64
14.44,58015.04
14.46,58981.28
14.48,58997.92
14.5,59339.840000000004
14.52,58196.16
14.540000000000001,58346.24
14.56,57526.56
14.58,58449.76
14.6,59577.76
14.620000000000001,59462.880000000005
14.64,58477.28
14.66,58878.56
14.68,57485.28
14.700000000000001,58824.96
14.72,56142.72
14.74,58840.8
14.76,58912.32
14.780000000000001,59360.48
14.8,58443.68
14.82,58363.36
14.84,59102.72
14.86,57517.12
14.88,58732.32
14.9,57630.72
14.92,57893.44
14.94,58186.08
14.96,58115.04
14.98,57724.32
15.0,58842.880000000005
15.02,57680.0
15.040000000000001,57464.96
15.06,57964.64
15.08,58396.32
15.1,57629.28
15.120000000000001,57228.16
15.14,59243.68
15.16,58442.24
15.18,57970.56
15.200000000000001,58692.16
15.22,58022.24
15.24,57192.8
15.26,57937.76
15.280000000000001,57884.64
15.3,58090.24
15.32,57996.96
15.34,58324.16
15.36,57357.12
15.38,57239.840000000004
15.4,57284.32
15.42,57654.72
15.44,58496.0
15.46,56917.28
15.48,58146.08
15.5,57748.96
15.52,57554.24
15.540000000000001,57832.0
15.56,57945.44
15.58,58069.28
15.6,57585.6
15.620000000000001,57759.200000000004
15.64,58027.840000000004
15.66,57398.08
15.68,57876.0
15.700000000000001,57668.16
15.72,57759.68
15.74,56916.32
15.76,58234.72
15.780000000000001,57413.12
15.8,57776.16
15.82,57851.200000000004
15.84,56554.4
15.860000000000001,57419.36
15.88,56944.48
15.9,56754.56
15.92,57626.24
15.94,56439.840000000004
15.96,58286.880000000005
15.98,57333.44
16.0,56774.56
16.02,57281.76
16.04,58744.96
16.06,57712.32
16.080000000000002,57318.08
16.1,56890.56
16.12,56896.16
16.14,57559.200000000004
16.16,56790.08
16.18,57334.4
16.2,57484.64
16.22,57000.48
16.240000000000002,57007.840000000004
16.26,57049.44
16.28,57804.48
16.3,56614.08
16.32,56389.92
16.34,57049.44
16.36,57688.96
16.38,56779.68
16.4,57833.76
16.42,57094.24
16.44,55705.76
16.46,57206.4
16.48,56710.880000000005
16.5,56573.44
16.52,58047.36
16.54,56132.96
16.56,56667.520000000004
16.580000000000002,56846.56
16.6,57490.72
16.62,56621.28
16.64,56482.08
16.66,57161.6
16.68,56080.16
16.7,56507.200000000004
16.72,56958.72
16.740000000000002,56798.4
16.76,57067.520000000004
16.78,55734.08
16.8,56355.840000000004
16.82,56451.840000000004
16.84,56413.12
16.86,56693.92
16.88,57141.92
16.9,56290.56
16.92,56853.44
16.94,57571.36
16.96,56949.44
16.98,56731.36
17.0,56641.12
17.02,56919.36
17.04,56447.520000000004
17.06,56270.56
17.080000000000002,58393.12
17.1,56935.36
17.12,57454.56
17.14,56360.64
17.16,56984.0
17.18,56532.0
17.2,56088.8
17.22,57047.04
17.240000000000002,57388.64
17.26,55931.840000000004
17.28,57267.04
17.3,55809.92
17.32,56551.200000000004
17.34,55994.72
17.36,56373.76
17.38,56367.520000000004
17.400000000000002,56877.76
17.42,55411.36
17.44,55939.200000000004
17.46,55210.72
17.48,55929.6
17.5,56711.520000000004
17.52,56207.520000000004
17.54,56723.520000000004
17.56,55816.48
17.580000000000002,57101.6
17.6,56872.96
17.62,56765.6
17.64,55952.48
17.66,55633.44
17.68,56079.520000000004
17.7,55683.04
17.72,55715.04
17.740000000000002,56233.28
17.76,56910.56
17.78,56377.92
17.8,56599.68
17.82,56435.04
17.84,56342.24
17.86,56414.24
17.88,56244.8
17.900000000000002,56218.880000000005
17.92,57184.0
17.94,56066.08
17.96,55445.28
17.98,57041.92
18.0,56229.28
18.02,55903.04
18.04,56707.200000000004
18.06,56285.28
18.080000000000002,55646.880000000005
18.1,56288.96
18.12,56566.56
18.14,56695.04
18.16,55935.36
18.18,55533.6
18.2,55988.0
18.22,55436.96
18.240000000000002,55351.04
18.26,55855.36
18.28,56560.96
18.3,55555.36
18.32,56085.44
18.34,56000.32
18.36,55445.92
18.38,56181.44
18.400000000000002,57037.12
18.42,55885.28
18.44,54705.28
18.46,56152.32
18.48,55767.04
18.5,55794.56
18.52,54951.200000000004
18.54,55982.08
18.56,55304.48
18.580000000000002,55306.24
18.6,55240.0
18.62,56861.12
18.64,55156.8
18.66,55969.76
18.68,55999.68
18.7,54840.16
18.72,56103.520000000004
18.740000000000002,56358.08
18.76,56356.96
18.78,55673.12
18.8,55708.8
18.82,55276.48
18.84,54936.64
18.86,56193.28
18.88,55018.880000000005
18.900000000000002,56338.72
18.92,55068.48
18.94,54617.76
18.96,56287.04
18.98,55303.200000000004
19.0,55807.200000000004
19.02,55058.24
19.04,54984.32
19.06,56018.24
19.080000000000002,54691.36
19.1,54934.24
19.12,55238.56
19.14,54753.6
19.16,55572.16
19.18,56189.12
19.2,54146.72
19.22,55290.72
19.240000000000002,54433.28
19.26,57141.12
19.28,56052.0
19.3,55474.880000000005
19.32,55536.96
19.34,55955.36
19.36,55573.6
19.38,54804.0
19.400000000000002,56247.68
19.42,55085.28
19.44,55440.8
19.46,55754.880000000005
19.48,56267.04
19.5,56374.72
19.52,54252.0
19.54,55195.04
19.56,54673.76
19.580000000000002,53600.48
19.6,54699.68
19.62,54903.68
19.64,54749.28
19.66,54267.200000000004
19.68,55291.04
19.7,55768.48
19.72,54951.200000000004
19.740000000000002,55280.16
19.76,55440.8
19.78,55065.12
19.8,55157.44
19.82,54853.76
19.84,54232.48
19.86,54937.76
19.88,54746.72
19.900000000000002,55076.0
19.92,55941.28
19.94,55797.12
19.96,54380.0
19.98,56047.520000000004
20.0,54465.76
20.02,54987.520000000004
20.04,56445.44
20.06,55571.04
20.080000000000002,55441.6
20.1,54957.76
20.12,54801.28
20.14,54925.28
20.16,54896.8
20.18,55173.44
20.2,56046.4
20.22,54188.64
20.240000000000002,54978.72
20.26,53660.48
20.28,55311.04
20.3,54721.44
20.32,54933.44
20.34,55651.200000000004
20.36,54169.44
20.38,54540.48
20.400000000000002,54332.64
20.42,54182.72
20.44,54416.8
20.46,55540.96
20.48,54222.08
20.5,54600.32
20.52,55152.0
20.54,54739.36
20.56,54964.0
20.580000000000002,54940.48
20.6,55053.12
20.62,54111.840000000004
20.64,54518.56
20.66,54223.840000000004
20.68,54674.08
20.7,54667.840000000004
20.72,55271.200000000004
20.740000000000002,54488.32
20.76,53917.92
20.78,55368.48
20.8,54570.08
20.82,54064.32
20.84,54667.68
20.86,54786.72
20.88,55143.68
20.900000000000002,54977.12
20.92,55072.8
20.94,55300.8
20.96,55200.8
20.98,53667.68
21.0,54767.520000000004
21.02,54467.200000000004
21.04,54231.36
21.06,55443.68
21.080000000000002,53960.0
21.1,53776.8
21.12,53791.04
21.14,54258.880000000005
21.16,56287.68
21.18,54888.64
21.2,54700.16
21.22,54564.64
21.240000000000002,54065.92
21.26,54124.48
21.28,55388.32
21.3,54642.56
21.32,53542.4
21.34,54510.56
21.36,54351.840000000004
21.38,55176.48
21.400000000000002,54803.04
21.42,54675.840000000004
21.44,54294.880000000005
21.46,54887.520000000004
21.48,55014.880000000005
21.5,53888.16
21.52,54219.840000000004
21.54,54092.8
21.56,54152.32
21.580000000000002,54919.04
21.6,54736.64
21.62,54512.48
21.64,53764.0
21.66,54843.36
21.68,53364.8
21.7,54680.48
21.72,53994.56
21.740000000000002,54713.44
21.76,53661.28
21.78,53945.6
21.8,54569.28
21.82,53528.96
21.84,53737.44
21.86,54012.64
21.88,55035.68
21.900000000000002,54112.48
21.92,53675.200000000004
21.94,53560.16
21.96,54492.64
21.98,54752.32
22.0,54439.04
22.02,54297.6
22.04,54370.72
22.06,55408.8
22.080000000000002,54403.68
22.1,54311.36
22.12,54697.6
22.14,54745.6
22.16,54444.48
22.18,54090.880000000005
22.2,54010.880000000005
22.22,54623.840000000004
22.240000000000002,54707.04
22.26,54548.64
22.28,53644.8
22.3,53479.840000000004
22.32,53602.24
22.34,54208.16
22.36,54399.840000000004
22.38,55434.08
22.400000000000002,54096.96
22.42,54464.8
22.44,54864.64
22.46,54708.16
22.48,54148.16
22.5,55123.520000000004
22.52,53727.520000000004
22.54,54238.56
22.56,54703.520000000004
22.580000000000002,53911.04
22.6,54320.8
22.62,54527.200000000004
22.64,54441.92
22.66,54855.520000000004
22.68,55576.32
22.7,54555.840000000004
22.72,54119.36
22.740000000000002,54907.68
22.76,53990.4
22.78,54410.880000000005
22.8,54184.96
22.82,54139.68
22.84,53584.64
22.86,54244.0
22.88,54304.48
22.900000000000002,52796.16
22.92,54580.96
22.94,52753.28
22.96,53966.72
22.98,54590.4
23.0,54293.12
23.02,54297.76
23.04,53290.72
23.06,53966.72
23.080000000000002,53183.520000000004
23.1,54224.96
23.12,54193.76
23.14,54799.200000000004
23.16,53058.56
23.18,53442.56
23.2,54055.840000000004
23.22,54238.24
23.240000000000002,54202.72
23.26,54275.36
23.28,54177.12
23.3,53943.520000000004
23.32,53824.0
23.34,54336.16
23.36,53777.92
23.38,53300.32
23.400000000000002,53667.36
23.42,52933.92
23.44,54133.92
23.46,53438.24
23.48,53879.520000000004
23.5,54105.44
23.52,54040.64
23.54,54054.24
23.56,54433.76
23.580000000000002,53747.520000000004
23.6,53485.76
23.62,54325.92
23.64,53272.0
23.66,53957.76
23.68,53950.24
23.7,54832.48
23.72,54302.24
23.740000000000002,53935.200000000004
23.76,53875.200000000004
23.78,54958.4
23.8,53553.44
23.82,53361.76
23.84,52714.24
23.86,54116.0
23.88,54027.840000000004
23.900000000000002,53474.72
23.92,52841.92
23.94,53328.8
23.96,53612.96
23.98,54309.44
24.0,54165.6
24.02,53533.6
24.04,53945.12
24.060000000000002,54419.68
24.080000000000002,53803.840000000004
24.1,53528.96
24.12,54377.92
24.14,53032.64
24.16,53607.36
24.18,54187.68
24.2,53418.4
24.22,54129.76
24.240000000000002,53937.12
24.26,53971.840000000004
24.28,55109.92
24.3,54483.200000000004
24.32,53308.0
24.34,54211.200000000004
24.36,53677.28
24.38,53456.48
24.400000000000002,54014.24
24.42,53437.6
24.44,52892.0
24.46,54389.6
24.48,53165.44
24.5,53229.28
24.52,54379.520000000004
24.54,53927.68
24.560000000000002,53841.12
24.580000000000002,53448.0
24.6,53174.4
24.62,54055.520000000004
24.64,53332.8
24.66,53303.04
24.68,54192.96
24.7,53120.32
24.72,53925.6
24.740000000000002,54165.28
24.76,54080.8
24.78,54091.840000000004
24.8,53382.880000000005
24.82,55332.96
24.84,53234.72
24.86,53350.56
24.88,54461.76
24.900000000000002,53679.200000000004
24.92,53921.12
24.94,52794.72
24.96,54308.48
24.98,54348.64
25.0,53355.200000000004
25.02,53366.4
25.04,53462.4
25.060000000000002,53989.12
25.080000000000002,54377.44
25.1,53734.56
25.12,53767.04
25.14,54107.04
25.16,54126.08
25.18,53182.4
25.2,53841.76
25.22,53925.6
25.240000000000002,53423.68
25.26,53204.48
25.28,54003.04
25.3,53227.520000000004
25.32,52880.96
25.34,52772.64
25.36,53652.16
25.38,52067.520000000004
25.400000000000002,53299.36
25.42,53486.4
25.44,54391.520000000004
25.46,54071.200000000004
25.48,53737.6
25.5,54383.04
25.52,53605.28
25.54,53296.8
25.560000000000002,53357.6
25.580000000000002,53528.0
25.6,54826.880000000005
25.62,53752.0
25.64,53617.76
25.66,54235.04
25.68,53649.6
25.7,53403.04
25.72,53204.96
25.740000000000002,53788.0
25.76,54585.76
25.78,53876.48
25.8,53263.04
25.82,54344.48
25.84,54262.4
25.86,54380.96
25.88,52326.56
25.900000000000002,53676.32
25.92,53281.28
25.94,53264.48
25.96,53498.72
25.98,53830.56
26.0,53718.72
26.02,53098.56
26.04,53886.72
26.060000000000002,55135.520000000004
26.080000000000002,53770.4
26.1,53731.200000000004
26.12,53003.04
26.14,54041.12
26.16,54136.48
26.18,53797.6
26.2,53940.8
26.22,53564.8
26.240000000000002,53476.0
26.26,53356.48
26.28,53632.64
26.3,53049.44
26.32,54120.32
26.34,53207.68
26.36,52807.04
26.38,53708.64
26.400000000000002,52622.08
26.42,53982.4
26.44,53807.200000000004
26.46,54302.24
26.48,53265.28
26.5,53177.44
26.52,53853.76
26.54,53208.96
26.560000000000002,53429.6
26.580000000000002,54673.92
26.6,52815.840000000004
26.62,53819.840000000004
26.64,53361.28
26.66,53352.96
26.68,53822.880000000005
26.7,53977.28
26.72,53501.76
26.740000000000002,53375.04
26.76,53873.28
26.78,53088.96
26.8,54415.04
26.82,53261.12
26.84,53259.840000000004
26.86,53329.44
26.88,53888.0
26.900000000000002,53859.520000000004
26.92,54328.96
26.94,54517.76
26.96,54533.76
26.98,54567.200000000004
27.0,53909.92
27.02,54336.16
27.04,53625.76
27.060000000000002,53283.04
27.080000000000002,53750.24
27.1,53395.36
27.12,52437.76
27.14,53880.8
27.16,53521.12
27.18,53838.72
27.2,52990.4
27.22,54212.0
27.240000000000002,53494.24
27.26,53495.840000000004
27.28,53365.6
27.3,55032.48
27.32,53160.8
27.34,53074.880000000005
27.36,53805.44
27.38,54121.44
27.400000000000002,54065.76
27.42,53945.6
27.44,53460.0
27.46,54883.200000000004
27.48,53954.880000000005
27.5,53956.64
27.52,53309.76
27.54,53432.0
27.560000000000002,53480.96
27.580000000000002,53952.64
27.6,53612.16
27.62,54993.6
27.64,52750.24
27.66,53791.840000000004
27.68,54267.840000000004
27.7,54314.72
27.72,53760.48
27.740000000000002,54240.16
27.76,52948.32
27.78,52639.840000000004
27.8,52910.880000000005
27.82,53461.44
27.84,53890.56
27.86,53872.32
27.88,54140.48
