t,ax,ay,az
4.42,-20.0162,3.4174,-13.6696
4.43,-19.528000000000002,4.393800000000001,-13.1814
4.44,-19.528000000000002,4.393800000000001,-13.1814
4.45,-19.0398,3.9056,-12.693200000000001
4.46,-19.0398,4.393800000000001,-13.1814
4.47,-18.5516,4.393800000000001,-12.693200000000001
4.48,-19.0398,4.882000000000001,-13.6696
4.49,-19.528000000000002,4.393800000000001,-14.1578
4.5,-18.0634,4.393800000000001,-13.6696
4.51,-19.528000000000002,5.3702000000000005,-13.6696
4.5200000000000005,-17.087,3.9056,-13.1814
4.53,-18.0634,5.3702000000000005,-14.646
4.54,-18.5516,4.882000000000001,-14.1578
4.55,-19.0398,4.882000000000001,-14.1578
4.5600000000000005,-18.5516,3.4174,-13.6696
4.57,-17.575200000000002,4.882000000000001,-13.6696
4.58,-16.5988,4.393800000000001,-14.646
4.59,-18.5516,4.393800000000001,-13.6696
4.6000000000000005,-18.0634,3.4174,-13.6696
4.61,-17.575200000000002,3.4174,-13.6696
4.62,-18.5516,3.4174,-13.6696
4.63,-19.0398,4.393800000000001,-14.646
4.64,-18.0634,3.4174,-14.646
4.65,-18.5516,2.4410000000000003,-12.693200000000001
4.66,-18.0634,3.9056,-13.6696
4.67,-18.5516,3.4174,-13.6696
4.68,-18.5516,3.4174,-13.6696
4.69,-18.5516,4.393800000000001,-13.1814
4.7,-19.0398,2.9292000000000002,-13.6696
4.71,-19.0398,3.4174,-13.6696
4.72,-18.5516,3.4174,-13.6696
4.73,-18.0634,2.9292000000000002,-12.205
4.74,-18.5516,3.9056,-13.1814
4.75,-17.575200000000002,3.9056,-13.1814
4.76,-18.0634,3.4174,-12.693200000000001
4.7700000000000005,-19.0398,4.393800000000001,-13.1814
4.78,-18.0634,3.9056,-12.205
4.79,-17.575200000000002,3.9056,-12.205
4.8,-18.0634,4.393800000000001,-12.205
4.8100000000000005,-17.575200000000002,4.393800000000001,-12.693200000000001
4.82,-18.5516,3.9056,-13.1814
4.83,-18.0634,4.882000000000001,-13.1814
4.84,-19.0398,4.393800000000001,-12.693200000000001
4.8500000000000005,-18.5516,4.393800000000001,-13.1814
4.86,-17.575200000000002,4.393800000000001,-13.1814
4.87,-18.5516,4.882000000000001,-14.1578
4.88,-17.575200000000002,4.882000000000001,-14.646
4.89,-18.5516,4.393800000000001,-14.646
4.9,-18.0634,3.9056,-12.693200000000001
4.91,-17.087,3.4174,-14.646
4.92,-18.0634,3.9056,-13.6696
4.93,-17.575200000000002,3.4174,-14.1578
4.94,-18.0634,4.393800000000001,-13.6696
4.95,-18.5516,3.4174,-14.1578
4.96,-17.575200000000002,3.9056,-13.6696
4.97,-17.575200000000002,3.9056,-14.1578
4.98,-18.5516,3.4174,-13.6696
4.99,-17.575200000000002,3.4174,-13.6696
5.0,-18.0634,3.4174,-14.1578
5.01,-17.575200000000002,2.9292000000000002,-13.6696
5.0200000000000005,-17.575200000000002,3.4174,-12.693200000000001
5.03,-18.5516,3.4174,-13.1814
5.04,-18.5516,3.4174,-13.6696
5.05,-18.0634,3.9056,-13.1814
5.0600000000000005,-19.0398,2.4410000000000003,-13.6696
5.07,-18.0634,3.9056,-13.1814
5.08,-18.5516,2.9292000000000002,-13.1814
5.09,-18.0634,3.9056,-12.693200000000001
5.1000000000000005,-19.0398,3.4174,-13.1814
5.11,-18.5516,3.4174,-12.205
5.12,-19.528000000000002,3.4174,-13.6696
5.13,-18.0634,4.393800000000001,-12.693200000000001
5.14,-18.5516,3.9056,-12.693200000000001
5.15,-18.5516,3.4174,-13.6696
5.16,-17.575200000000002,3.9056,-13.6696
5.17,-18.0634,3.9056,-13.6696
5.18,-17.575200000000002,3.9056,-13.1814
5.19,-16.5988,4.393800000000001,-13.6696
5.2,-17.087,3.4174,-13.1814
5.21,-17.575200000000002,3.4174,-12.205
5.22,-17.087,3.4174,-13.1814
5.23,-17.575200000000002,3.4174,-13.6696
5.24,-16.5988,3.4174,-13.6696
5.25,-18.5516,4.393800000000001,-12.693200000000001
5.26,-16.1106,3.9056,-13.6696
5.2700000000000005,-16.1106,4.393800000000001,-13.1814
5.28,-17.087,3.4174,-13.6696
5.29,-17.575200000000002,2.9292000000000002,-13.1814
5.3,-17.575200000000002,3.9056,-13.1814
5.3100000000000005,-18.0634,3.4174,-14.1578
5.32,-17.087,2.4410000000000003,-13.6696
5.33,-18.0634,3.4174,-13.6696
5.34,-17.575200000000002,3.4174,-13.1814
5.3500000000000005,-17.575200000000002,2.9292000000000002,-13.1814
5.36,-18.0634,2.4410000000000003,-13.6696
5.37,-18.0634,2.9292000000000002,-13.6696
5.38,-18.5516,3.9056,-12.693200000000001
5.39,-18.0634,2.4410000000000003,-12.693200000000001
5.4,-18.0634,2.9292000000000002,-12.693200000000001
5.41,-18.0634,2.9292000000000002,-12.205
5.42,-17.575200000000002,2.4410000000000003,-13.6696
5.43,-17.575200000000002,2.4410000000000003,-12.205
5.44,-17.575200000000002,2.9292000000000002,-12.693200000000001
5.45,-17.575200000000002,3.4174,-13.1814
5.46,-18.0634,3.9056,-12.693200000000001
5.47,-18.0634,4.393800000000001,-13.1814
5.48,-18.0634,3.9056,-13.1814
5.49,-18.0634,3.4174,-12.693200000000001
5.5,-18.0634,3.9056,-11.2286
5.51,-17.087,4.393800000000001,-12.693200000000001
5.5200000000000005,-17.575200000000002,3.9056,-12.693200000000001
5.53,-17.575200000000002,4.393800000000001,-12.693200000000001
5.54,-17.087,3.9056,-13.1814
5.55,-17.087,3.4174,-13.1814
5.5600000000000005,-16.5988,2.4410000000000003,-12.205
5.57,-16.5988,3.9056,-13.1814
5.58,-17.087,3.4174,-13.1814
5.59,-17.087,3.9056,-12.693200000000001
5.6000000000000005,-17.087,3.4174,-13.6696
5.61,-16.5988,4.393800000000001,-13.1814
5.62,-17.575200000000002,3.4174,-13.6696
5.63,-16.5988,3.9056,-13.1814
5.64,-17.087,2.9292000000000002,-12.693200000000001
5.65,-17.087,2.9292000000000002,-13.6696
5.66,-17.575200000000002,2.9292000000000002,-13.1814
5.67,-17.087,3.4174,-13.1814
5.68,-17.575200000000002,3.9056,-12.693200000000001
5.69,-17.575200000000002,3.4174,-12.205
5.7,-18.0634,2.9292000000000002,-13.1814
5.71,-17.087,2.9292000000000002,-13.1814
5.72,-17.575200000000002,2.9292000000000002,-12.693200000000001
5.73,-17.575200000000002,3.4174,-12.205
5.74,-17.087,2.4410000000000003,-13.6696
5.75,-18.0634,3.4174,-12.693200000000001
5.76,-17.087,2.9292000000000002,-13.6696
5.7700000000000005,-17.575200000000002,1.9528,-13.1814
5.78,-17.575200000000002,3.4174,-12.693200000000001
5.79,-16.5988,2.4410000000000003,-12.693200000000001
5.8,-17.087,2.9292000000000002,-12.205
5.8100000000000005,-17.575200000000002,3.9056,-13.1814
5.82,-17.575200000000002,3.9056,-12.205
5.83,-17.575200000000002,3.9056,-12.205
5.84,-17.087,3.4174,-12.205
5.8500000000000005,-17.575200000000002,3.4174,-11.716800000000001
5.86,-17.087,2.4410000000000003,-13.1814
5.87,-17.087,3.4174,-12.693200000000001
5.88,-17.087,3.9056,-11.716800000000001
